word	happiness_rank	happiness_average	happiness_standard_deviation	twitter_rank	google_rank	nyt_rank	lyrics_rank
mouse	5488.0	5.36	1.9563	2531.0			4568.0
moving	5489.0	5.36	1.495	1023.0	1441.0	1254.0	788.0
msn	5490.0	5.36	1.7468	3017.0			
nba	5491.0	5.36	1.849	2853.0		2412.0	
nude	5492.0	5.36	1.9667	3316.0			
nuestro	5493.0	5.36	1.3211				3348.0
overview	5494.0	5.36	1.4394			3732.0	
oz	5495.0	5.36	1.5086	3473.0			
pattern	5496.0	5.36	1.77		1132.0	4299.0	
port	5497.0	5.36	1.4394	3738.0	2045.0	1656.0	
possession	5498.0	5.36	1.9873		1889.0	4343.0	
press	5499.0	5.36	1.2249	1159.0	323.0	693.0	2272.0
principal	5500.0	5.36	1.3962		1195.0	1822.0	
pronto	5501.0	5.36	1.2415				4924.0
quiero	5502.0	5.36	0.9848	4544.0			757.0
rabbi	5503.0	5.36	1.4535			1038.0	
reposing	5504.0	5.36	1.5354			3011.0	
russell	5505.0	5.36	1.3815		4535.0	2386.0	
same	5506.0	5.36	1.2739	272.0	101.0	303.0	193.0
si	5507.0	5.36	1.4251	819.0	2917.0		405.0
sim	5508.0	5.36	0.9638	4431.0			
sit	5509.0	5.36	1.2249	1095.0	2068.0	2463.0	505.0
sold	5510.0	5.36	1.2898	1749.0	1839.0	794.0	1207.0
sounded	5511.0	5.36	1.0451	4087.0		4735.0	
staff	5512.0	5.36	0.8751	2030.0	1124.0	514.0	
standing	5513.0	5.36	0.8514	2066.0	1290.0	1978.0	536.0
stocks	5514.0	5.36	1.2898	3417.0		1367.0	
structure	5515.0	5.36	1.3815		493.0	2821.0	
stuart	5516.0	5.36	1.3815			2254.0	
subsequently	5517.0	5.36	1.1563		3074.0		
sympathy	5518.0	5.36	1.9141		3364.0	1215.0	3007.0
taiwan	5519.0	5.36	1.2739			4437.0	
target	5520.0	5.36	1.5221	2106.0	2484.0	2735.0	4158.0
teeth	5521.0	5.36	1.8709	1486.0	2398.0		1468.0
trenton	5522.0	5.36	1.3516			4459.0	
tres	5523.0	5.36	1.5221				4814.0
trucks	5524.0	5.36	1.663			3748.0	4435.0
tuesdays	5525.0	5.36	1.1386			3383.0	
tummy	5526.0	5.36	1.3815	3601.0			
tweeting	5527.0	5.36	1.9667	1085.0			
verb	5528.0	5.36	1.1563		4759.0		
vest	5529.0	5.36	1.1386				3156.0
wakes	5530.0	5.36	1.6753				4511.0
walter	5531.0	5.36	1.4251		3328.0	1599.0	
we'd	5532.0	5.36	1.1563				
westchester	5533.0	5.36	1.3962			1299.0	
wi	5534.0	5.36	0.8751	4137.0			3435.0
wright	5535.0	5.36	0.9848			2892.0	
you'd	5536.0	5.36	1.1563				
yugoslavia	5537.0	5.36	1.3815			4614.0	
emperor	5538.0	5.35	2.0576		2081.0		
thesis	5539.0	5.35	1.8507		3921.0		
chevy	5540.0	5.35	1.7145				4182.0
della	5541.0	5.35	1.1824				4960.0
finite	5542.0	5.35	1.4513		4629.0		
loot	5543.0	5.35	2.0872				3159.0
motive	5544.0	5.35	1.4938		4491.0		
define	5545.0	5.34	1.0689		2760.0		4699.0
#news	5546.0	5.34	1.394				
adams	5547.0	5.34	1.0806	4883.0	3926.0	2887.0	
advised	5548.0	5.34	1.6977		4830.0	4364.0	
andrea	5549.0	5.34	1.2224			3279.0	
anonymity	5550.0	5.34	1.3342			4884.0	
anthony	5551.0	5.34	1.4654	4583.0		1323.0	
anything	5552.0	5.34	1.0224	401.0	608.0	800.0	367.0
anywhere	5553.0	5.34	1.2875	2153.0	4210.0	4036.0	1155.0
arc	5554.0	5.34	1.1713		3380.0		
areas	5555.0	5.34	1.0224		592.0	1211.0	
ay	5556.0	5.34	0.9607	4498.0			907.0
backs	5557.0	5.34	1.4373				2860.0
bros	5558.0	5.34	1.5334	3992.0			
campaign	5559.0	5.34	1.5467	1921.0	1886.0	365.0	
candidate	5560.0	5.34	1.0994		3774.0	1309.0	
carter	5561.0	5.34	1.6113			2168.0	
checked	5562.0	5.34	1.1359	2148.0			
classified	5563.0	5.34	1.4514		4544.0		
colts	5564.0	5.34	1.5858	2715.0			
comparable	5565.0	5.34	1.2554		4401.0	4633.0	
crossing	5566.0	5.34	1.3342		4272.0		4400.0
currently	5567.0	5.34	0.8234	1125.0	3619.0	2426.0	
denver	5568.0	5.34	1.493	3151.0		2724.0	
ding	5569.0	5.34	1.5986				2467.0
doctor	5570.0	5.34	1.6239	996.0	1785.0	2413.0	1402.0
drank	5571.0	5.34	1.4654	3682.0			2334.0
editorial	5572.0	5.34	1.3644			1193.0	
flick	5573.0	5.34	1.3644				4368.0
fur	5574.0	5.34	1.7333	4043.0	4355.0		
gear	5575.0	5.34	1.2875	2576.0			3335.0
geek	5576.0	5.34	1.891	3021.0			
german	5577.0	5.34	1.394	2549.0	667.0	1230.0	
giant	5578.0	5.34	1.1886	2057.0	4880.0	2746.0	3831.0
giants	5579.0	5.34	1.493	4249.0		1887.0	
hampton	5580.0	5.34	1.3342			3115.0	
harold	5581.0	5.34	1.1537			2087.0	
ily	5582.0	5.34	1.5729	4022.0			
iron	5583.0	5.34	1.3494	1672.0	1066.0		2277.0
karen	5584.0	5.34	1.3793			1838.0	
korea	5585.0	5.34	1.3793	4914.0	4234.0	1893.0	
liebe	5586.0	5.34	1.394				3196.0
lillian	5587.0	5.34	1.4654			4102.0	
log	5588.0	5.34	0.9607	3483.0	4122.0		
manufacturer	5589.0	5.34	1.0224			3112.0	
massive	5590.0	5.34	1.2875	2084.0	4011.0		
maureen	5591.0	5.34	0.7982			4502.0	
mc	5592.0	5.34	1.394	3399.0			1739.0
middle	5593.0	5.34	0.7174	1101.0	604.0	980.0	799.0
moderate	5594.0	5.34	1.2715		3195.0	4520.0	
nog	5595.0	5.34	1.1359	2895.0			1750.0
noticed	5596.0	5.34	1.423	2078.0	2724.0	4808.0	3114.0
occurred	5597.0	5.34	1.0224		1583.0	1963.0	
ohhhh	5598.0	5.34	1.9651				3166.0
orleans	5599.0	5.34	1.2554	3415.0		2894.0	2841.0
ounce	5600.0	5.34	0.9607				3637.0
pack	5601.0	5.34	1.2715	1452.0			1100.0
percent	5602.0	5.34	0.9172	3546.0	696.0	81.0	
phil	5603.0	5.34	1.1178	3453.0		3604.0	
physician	5604.0	5.34	1.8363		3102.0	3444.0	
rate	5605.0	5.34	1.2224	2011.0	405.0	703.0	4147.0
regional	5606.0	5.34	0.8234		1878.0	1621.0	
request	5607.0	5.34	1.2224	2472.0	2226.0	1820.0	
revolution	5608.0	5.34	1.394	4553.0	1135.0	3302.0	1921.0
rihanna	5609.0	5.34	1.9755	2925.0			
roosevelt	5610.0	5.34	1.8693		4719.0	3404.0	
session	5611.0	5.34	1.1178	1761.0	2437.0	2423.0	
six	5612.0	5.34	1.1537	1691.0	520.0	382.0	823.0
sullivan	5613.0	5.34	0.8947			2826.0	
surgeon	5614.0	5.34	1.6239			4490.0	
susan	5615.0	5.34	1.2715	4492.0		768.0	
sylvia	5616.0	5.34	1.3188			3166.0	
then	5617.0	5.34	0.7453	103.0	75.0	148.0	96.0
they're	5618.0	5.34	1.0994				
thinkin	5619.0	5.34	1.0994	2677.0			1537.0
tmrw	5620.0	5.34	1.0022	4798.0			
transmitted	5621.0	5.34	1.5729		4387.0		
tube	5622.0	5.34	1.2875	3945.0	2174.0		
typing	5623.0	5.34	1.2056	3604.0			
upon	5624.0	5.34	0.6884	2190.0	111.0	1663.0	482.0
walmart	5625.0	5.34	2.2733	2817.0			
whitman	5626.0	5.34	0.7982			4041.0	
whitney	5627.0	5.34	1.1713			3891.0	
wider	5628.0	5.34	1.0422		3685.0		
within	5629.0	5.34	1.3644	1790.0	172.0	751.0	710.0
yo	5630.0	5.34	1.6734	402.0			136.0
blink	5631.0	5.33	1.4341				2943.0
noches	5632.0	5.33	1.3422				4729.0
threshold	5633.0	5.33	1.478		4926.0		
bringin	5634.0	5.33	1.4774				4146.0
tutti	5635.0	5.33	1.4774				4671.0
verdad	5636.0	5.33	1.1252				2864.0
abraham	5637.0	5.32	1.5043		4942.0	3188.0	
alter	5638.0	5.32	1.2526		4484.0		
andre	5639.0	5.32	1.2196			4765.0	
beep	5640.0	5.32	1.5178				2897.0
bench	5641.0	5.32	1.0388	4117.0		4503.0	
bucket	5642.0	5.32	1.1856				4560.0
calif	5643.0	5.32	1.3316			552.0	
chin	5644.0	5.32	0.9781	3519.0			3542.0
commerce	5645.0	5.32	1.3161		2180.0	2249.0	
compare	5646.0	5.32	0.9988	4853.0	2785.0		3088.0
cover	5647.0	5.32	1.2688	1048.0	1519.0	1235.0	1054.0
currents	5648.0	5.32	1.1683			4129.0	
deepest	5649.0	5.32	1.449			1471.0	2981.0
dorothy	5650.0	5.32	1.3005			2283.0	
editorials	5651.0	5.32	1.0962			4301.0	
emeritus	5652.0	5.32	1.6468			2576.0	
endless	5653.0	5.32	1.8455				1333.0
estimates	5654.0	5.32	1.1147		3238.0	2411.0	
evaluation	5655.0	5.32	1.8007		1817.0		
firm	5656.0	5.32	1.1683	4035.0	1513.0	545.0	4062.0
francis	5657.0	5.32	1.4348		3103.0	2225.0	
general	5658.0	5.32	1.1328	1748.0	134.0	250.0	4181.0
gregory	5659.0	5.32	1.1147			2794.0	
hoffman	5660.0	5.32	0.957			4557.0	
hour	5661.0	5.32	0.7939	455.0	937.0	1579.0	883.0
identified	5662.0	5.32	1.2688		1796.0	1742.0	
indicates	5663.0	5.32	1.0774		2233.0	1894.0	
jacqueline	5664.0	5.32	1.6591			4700.0	
joshua	5665.0	5.32	0.9781			2956.0	
kristen	5666.0	5.32	1.449	3924.0			
label	5667.0	5.32	1.019	3958.0		4143.0	3300.0
literally	5668.0	5.32	1.5178	2112.0	4408.0		
louise	5669.0	5.32	1.1683			3122.0	
mas	5670.0	5.32	1.0388	1121.0			887.0
measure	5671.0	5.32	1.0962		970.0	1570.0	3290.0
medium	5672.0	5.32	0.7939		1715.0	4912.0	
mention	5673.0	5.32	0.7407	1681.0	2107.0	3397.0	2423.0
michigan	5674.0	5.32	1.2848	3231.0	3955.0	2002.0	
names	5675.0	5.32	0.9988	1861.0	1114.0	1458.0	1672.0
nassau	5676.0	5.32	1.4348			2619.0	
negotiations	5677.0	5.32	1.3768		3586.0	1649.0	
nineteenth	5678.0	5.32	1.449		2274.0		
pa	5679.0	5.32	1.6468	1617.0	3365.0	1035.0	1324.0
palmer	5680.0	5.32	1.019			5000.0	
partly	5681.0	5.32	1.1683		1937.0	3021.0	
peeps	5682.0	5.32	1.5836	1826.0			4411.0
plz	5683.0	5.32	1.8892	1337.0			
posts	5684.0	5.32	1.1147	2134.0			
presumably	5685.0	5.32	1.1507		4106.0		
